last_name,first_name,years_lived,position_type,position_department,position_years,source,Column 8
Paulsrud,Kari,1957-,stsekr,SHD (he),1996-1997,"Paulsrud, Kari (1957-) pers sekr KUF 1992, pol rådg KUF 1992-1994, stsekr KUD 1994-1995, stsekr SHD (he) 1995-1996, stsekr SHD (he) 1996-1997",
Pedersen,Anne Rygh,1967-,stsekr,JD,2005-2007,"Pedersen, Anne Rygh (1967-) stsekr JD 2005-2007",
Pedersen,Bård Glad,1976-,pol rådg,FD,2001-2003,"Pedersen, Bård Glad (1976-) pol rådg FD 2001-2003, stsekr FD 2004-2005,stsekr UD 2013-",
Pedersen,Bård Glad,1976-,stsekr,FD,2004-2005,"Pedersen, Bård Glad (1976-) pol rådg FD 2001-2003, stsekr FD 2004-2005,stsekr UD 2013-",
Pedersen,Bård Glad,1976-,stsekr,UD,2013-,"Pedersen, Bård Glad (1976-) pol rådg FD 2001-2003, stsekr FD 2004-2005,stsekr UD 2013-",
Pedersen,Ellen Birgitte,1952-,stsekr,HOD,2008-2009,"Pedersen, Ellen Birgitte (1952-)stsekr HOD 2008-2009",
Pedersen,Helga,1973-,pol rådg,NHD,2001,"Pedersen, Helga (1973-) pol rådg NHD 2001, str FKD 2005-2009",
Pedersen,Helga,1973-,str,FKD,2005-2009,"Pedersen, Helga (1973-) pol rådg NHD 2001, str FKD 2005-2009",
Pedersen,Inger,1936-,stsekr,MD,1979-1981,"Pedersen, Inger (1936-) stsekr MD 1979-1981, stsekr MD 1981",
Pedersen,Inger,1936-,stsekr,MD,1981,"Pedersen, Inger (1936-) stsekr MD 1979-1981, stsekr MD 1981",
Pedersen,John Erik,1960-,pol rådg,FKD,2007-2008,"Pedersen, John Erik (1960-)pol rådg FKD 2007-2008",
Pedersen,Jon Gunnar,1962-,pers sekr,FAD,1989,"Pedersen, Jon Gunnar (1962-) pers sekr FAD 1989, pers sekr AAD 1990,stsekr FIN 2013-",
Pedersen,Jon Gunnar,1962-,pers sekr,AAD,1990,"Pedersen, Jon Gunnar (1962-) pers sekr FAD 1989, pers sekr AAD 1990,stsekr FIN 2013-",
Pedersen,Jon Gunnar,1962-,stsekr,FIN,2013-,"Pedersen, Jon Gunnar (1962-) pers sekr FAD 1989, pers sekr AAD 1990,stsekr FIN 2013-",
Pedersen,Margit Toline,1940-,pers sekr,MD,1990-1992,"Pedersen, Margit Toline (1940-) pers sekr MD 1990-1992, pol rådg MD 1992-1993",
Pedersen,Margit Toline,1940-,pol rådg,MD,1992-1993,"Pedersen, Margit Toline (1940-) pers sekr MD 1990-1992, pol rådg MD 1992-1993",
Pedersen,Roger,1972-,pol rådg,UFD,2005,"Pedersen, Roger (1972-) pol rådg UFD 2005, pol rådg KD 2006-2007",
Pedersen,Roger,1972-,pol rådg,KD,2006-2007,"Pedersen, Roger (1972-) pol rådg UFD 2005, pol rådg KD 2006-2007",
Pedersen,Steinar Ronald,1947-,pers rådg,KOM,1990-1992,"Pedersen, Steinar Ronald (1947-) pers rådg KOM 1990-1992, pol rådg KOM 1992, pol rådg KAD 1993, stsekr KAD 2000-2001",
Pedersen,Steinar Ronald,1947-,pol rådg,KOM,1992,"Pedersen, Steinar Ronald (1947-) pers rådg KOM 1990-1992, pol rådg KOM 1992, pol rådg KAD 1993, stsekr KAD 2000-2001",
Pedersen,Steinar Ronald,1947-,pol rådg,KAD,1993,"Pedersen, Steinar Ronald (1947-) pers rådg KOM 1990-1992, pol rådg KOM 1992, pol rådg KAD 1993, stsekr KAD 2000-2001",
Pedersen,Steinar Ronald,1947-,stsekr,KAD,2000-2001,"Pedersen, Steinar Ronald (1947-) pers rådg KOM 1990-1992, pol rådg KOM 1992, pol rådg KAD 1993, stsekr KAD 2000-2001",
Pedersen,Terje Moland,1952-,stsekr,JD,2005-2011,"Pedersen, Terje Moland (1952-) stsekr JD 2005-2011, stsekr JD 2011-2012",
Pedersen,Terje Moland,1952-,stsekr,JD,2011-2012,"Pedersen, Terje Moland (1952-) stsekr JD 2005-2011, stsekr JD 2011-2012",
Pedersen,Wenche,1958-,pol rådg,SD,1996-1997,"Pedersen, Wenche (1958-) pol rådg SD 1996-1997",
Peersen,Rudolf Elias,1868-1949,str,FD,1919,"Peersen, Rudolf Elias (1868-1949) str FD 1919",
Persvold,Mona,1942-,pers sekr,MD,1975,"Persvold, Mona (1942-) pers sekr MD 1975",
Petersen,Hans Christian,1793-1862,str,MarD,1839-1840,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,S,1840-1841,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,MarD,1841-1843,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,S,1843,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,S,1843-1844,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,MarD,1844-1845,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,JD,1845-1847,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,S,1847-1848,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,ID,1848-1849,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,S,1849- 1850,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,JD,1850-1851,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,ArmD,1851-1853,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str int,S,1852,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str int,S,1852-1853,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,MarD,1853,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,JD,1853,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,S,1853-1854,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,JD,1854-1855,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,S,1855,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,S,1855-1856,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,ArmD,1856-1857,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,MarD,1857,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,ArmD,1857,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,str,MarD,1857-1858,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,sjef for,JD og fstr,1858,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,error,,,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,sjef for,MarD og fstr,1859,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,også sjef for,RevD,1859-1860,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
Petersen,Hans Christian,1793-1862,sjef for,RevD og fstr,1860-1861,"Petersen, Hans Christian (1793-1862) str MarD 1839-1840, str S 1840-1841, str MarD 1841-1843, str S 1843, str S 1843-1844, str MarD 1844-1845, str JD 1845-1847, str S 1847-1848, str ID 1848-1849, str S 1849- 1850, str JD 1850-1851, str ArmD 1851-1853, str int S 1852, str int S 1852-1853, str MarD 1853, str JD 1853, str S 1853-1854, str JD 1854-1855, str S 1855, str S 1855-1856, str ArmD 1856-1857,str MarD 1857, str ArmD 1857, str MarD 1857-1858, sjef for JD og fstr 1858, sjef for JD og fstr 1858-1859,sjef for MarD og fstr 1859, også sjef for RevD 1859-1860, sjef for RevD og fstr 1860-1861",
